advertiser,media_type,year,amount_usd,status,source
AVENA POLACA,radio,2026,4724.79,pendiente,Monitoreo de medios - consolidado 2026
CROPLIFE ECUADOR,sitios_apps,2026,4050.78,pendiente,Monitoreo de medios - consolidado 2026
BANCO ATLANTIDA,sitios_apps,2026,496.04,pendiente,Monitoreo de medios - consolidado 2026
BANCO ATLANTIDA,prensa,2026,2496.95,pendiente,Monitoreo de medios - consolidado 2026
BANCO ATLANTIDA,radio,2026,2227.58,pendiente,Monitoreo de medios - consolidado 2026
VANDERBILT CIA. LTDA.,sitios_apps,2026,4256.31,pendiente,Monitoreo de medios - consolidado 2026
SINDICATO DE CHOFERES PROFESIONALES DAUL,radio,2026,4725.11,pendiente,Monitoreo de medios - consolidado 2026
CHIFA MAYFLOWER,sitios_apps,2026,4284.63,pendiente,Monitoreo de medios - consolidado 2026
LAAR BOX,sitios_apps,2026,2627.47,pendiente,Monitoreo de medios - consolidado 2026
LAAR BOX,radio,2026,2021.15,pendiente,Monitoreo de medios - consolidado 2026
ELEXIAL,radio,2026,3077.19,pendiente,Monitoreo de medios - consolidado 2026
EKA CORPORACION S.A.,sitios_apps,2026,4314.03,pendiente,Monitoreo de medios - consolidado 2026
LOBBS & C,sitios_apps,2026,4424.22,pendiente,Monitoreo de medios - consolidado 2026
FAKULTI,sitios_apps,2026,496.04,pendiente,Monitoreo de medios - consolidado 2026
FAKULTI,tv_abierta,2026,497.2,pendiente,Monitoreo de medios - consolidado 2026
GRAN PIAZZA,sitios_apps,2026,3296.53,pendiente,Monitoreo de medios - consolidado 2026
GRAN PIAZZA,prensa,2026,1339.42,pendiente,Monitoreo de medios - consolidado 2026
TEC ITALY,sitios_apps,2026,4287.71,pendiente,Monitoreo de medios - consolidado 2026
OLD NAVY,sitios_apps,2026,4184.3,pendiente,Monitoreo de medios - consolidado 2026
METROVALORES,radio,2026,4427.37,pendiente,Monitoreo de medios - consolidado 2026
FERRUCCI,sitios_apps,2026,4293.82,pendiente,Monitoreo de medios - consolidado 2026
ROUTE 21 GRILL,radio,2026,883.87,pendiente,Monitoreo de medios - consolidado 2026
BYD,sitios_apps,2026,1405.96,pendiente,Monitoreo de medios - consolidado 2026
BYD,radio,2026,1825.38,pendiente,Monitoreo de medios - consolidado 2026
BYD,revistas,2026,965.25,pendiente,Monitoreo de medios - consolidado 2026
WATCH WORLD,sitios_apps,2026,4191.78,pendiente,Monitoreo de medios - consolidado 2026
VIAJEMOS,sitios_apps,2026,4149.75,pendiente,Monitoreo de medios - consolidado 2026
COOP. MANUEL ESTEBAN GODOY ORTEGA,prensa,2026,5266.84,pendiente,Monitoreo de medios - consolidado 2026
CODESARROLLO,prensa,2026,5239.41,pendiente,Monitoreo de medios - consolidado 2026
PLAZA WHYMPER,sitios_apps,2026,4259.64,pendiente,Monitoreo de medios - consolidado 2026
UNIV. ESTATAL PENINSULA DE SANTA ELENA,revistas,2026,6184.03,pendiente,Monitoreo de medios - consolidado 2026
SAMBOLON,sitios_apps,2026,3900.93,pendiente,Monitoreo de medios - consolidado 2026
SAMBOLON,radio,2026,334.27,pendiente,Monitoreo de medios - consolidado 2026
INARROMESA S.A.,radio,2026,8010.87,pendiente,Monitoreo de medios - consolidado 2026
GOOD BRANDS,radio,2026,4309.06,pendiente,Monitoreo de medios - consolidado 2026
GOOD BRANDS,tv_abierta,2026,19.5,pendiente,Monitoreo de medios - consolidado 2026
ECUAVALLAS,radio,2026,1968.6,pendiente,Monitoreo de medios - consolidado 2026
BANCO CITIBANK,prensa,2026,5107.32,pendiente,Monitoreo de medios - consolidado 2026
COOP. SAN JOSE LTDA,prensa,2026,5107.32,pendiente,Monitoreo de medios - consolidado 2026
PETRONAS,sitios_apps,2026,4067.05,pendiente,Monitoreo de medios - consolidado 2026
SHOWS 360,radio,2026,4803.5,pendiente,Monitoreo de medios - consolidado 2026
LA REINA DEL INYECTOR,radio,2026,1023.09,pendiente,Monitoreo de medios - consolidado 2026
TDU CARGO,sitios_apps,2026,1583.82,pendiente,Monitoreo de medios - consolidado 2026
TDU CARGO,radio,2026,2999.43,pendiente,Monitoreo de medios - consolidado 2026
VOYAH,sitios_apps,2026,4127.24,pendiente,Monitoreo de medios - consolidado 2026
LAGUARDA,sitios_apps,2026,4076.05,pendiente,Monitoreo de medios - consolidado 2026
TERPEL,sitios_apps,2026,1192.09,pendiente,Monitoreo de medios - consolidado 2026
TERPEL,radio,2026,2347.99,pendiente,Monitoreo de medios - consolidado 2026
CLINICA DENTAL ALINEADORES,sitios_apps,2026,4120.95,pendiente,Monitoreo de medios - consolidado 2026
AQUA Y SISTEMAS,revistas,2026,6023.16,pendiente,Monitoreo de medios - consolidado 2026
SUNDAYS,sitios_apps,2026,4131.7,pendiente,Monitoreo de medios - consolidado 2026
CAMBIO ESTETIC,sitios_apps,2026,4131.7,pendiente,Monitoreo de medios - consolidado 2026
PURUHA SHOPPING,radio,2026,4287.22,pendiente,Monitoreo de medios - consolidado 2026
EL HORNERO,sitios_apps,2026,3987.32,pendiente,Monitoreo de medios - consolidado 2026
JW MARRIOTT HOTEL,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
JW MARRIOTT HOTEL,radio,2026,1345.47,pendiente,Monitoreo de medios - consolidado 2026
JW MARRIOTT HOTEL,revistas,2026,1930.5,pendiente,Monitoreo de medios - consolidado 2026
JARDINES DEL BUIJO,sitios_apps,2026,4113.42,pendiente,Monitoreo de medios - consolidado 2026
BABY`S,sitios_apps,2026,4102.04,pendiente,Monitoreo de medios - consolidado 2026
IMAGEN DENTAL,sitios_apps,2026,3912.27,pendiente,Monitoreo de medios - consolidado 2026
QUINDELONA ART HOTEL & GALLERY,sitios_apps,2026,2363.54,pendiente,Monitoreo de medios - consolidado 2026
QUINDELONA ART HOTEL & GALLERY,radio,2026,1747.01,pendiente,Monitoreo de medios - consolidado 2026
POLIMEX,radio,2026,4581.97,pendiente,Monitoreo de medios - consolidado 2026
MAYEPSA,sitios_apps,2026,4095.13,pendiente,Monitoreo de medios - consolidado 2026
S Y O LA PESCA,sitios_apps,2026,4095.11,pendiente,Monitoreo de medios - consolidado 2026
ENV,sitios_apps,2026,488.7,pendiente,Monitoreo de medios - consolidado 2026
ENV,otros,2026,4341.6,pendiente,Monitoreo de medios - consolidado 2026
MUNIC. DEL CANTON MEJIA,radio,2026,24.76,pendiente,Monitoreo de medios - consolidado 2026
MUNIC. DEL CANTON MEJIA,tv_abierta,2026,2527.16,pendiente,Monitoreo de medios - consolidado 2026
SALINERITO SAMBO,sitios_apps,2026,3901.36,pendiente,Monitoreo de medios - consolidado 2026
ALOHA MENTAL ARITHMETIC,sitios_apps,2026,3450.4,pendiente,Monitoreo de medios - consolidado 2026
ALOHA MENTAL ARITHMETIC,radio,2026,258.9,pendiente,Monitoreo de medios - consolidado 2026
LA KUSQUEÑA,sitios_apps,2026,3888.28,pendiente,Monitoreo de medios - consolidado 2026
TOMMY HILFIGER,sitios_apps,2026,4076.84,pendiente,Monitoreo de medios - consolidado 2026
ENIGMA STHETIC CENTER,revistas,2026,5933.07,pendiente,Monitoreo de medios - consolidado 2026
CESSIO FACTORING,radio,2026,3396.33,pendiente,Monitoreo de medios - consolidado 2026
"EPSON AMERICA, INC.",sitios_apps,2026,2996.54,pendiente,Monitoreo de medios - consolidado 2026
"EPSON AMERICA, INC.",radio,2026,468.07,pendiente,Monitoreo de medios - consolidado 2026
UNITRON,sitios_apps,2026,4040.29,pendiente,Monitoreo de medios - consolidado 2026
MACROHIERRO,radio,2026,4517.77,pendiente,Monitoreo de medios - consolidado 2026
VILLA DEL REY,sitios_apps,2026,4006.16,pendiente,Monitoreo de medios - consolidado 2026
DISPACIF,sitios_apps,2026,3959.55,pendiente,Monitoreo de medios - consolidado 2026
RED PANTHER,sitios_apps,2026,496.04,pendiente,Monitoreo de medios - consolidado 2026
RED PANTHER,radio,2026,4401.71,pendiente,Monitoreo de medios - consolidado 2026
SUAVE,revistas,2026,5855.85,pendiente,Monitoreo de medios - consolidado 2026
DABSEG SEGURIDAD PRIVADA CIA. LTDA,tv_abierta,2026,409.17,pendiente,Monitoreo de medios - consolidado 2026
INPROLAC S. A.,sitios_apps,2026,3814.28,pendiente,Monitoreo de medios - consolidado 2026
LEGNO,sitios_apps,2026,3961.68,pendiente,Monitoreo de medios - consolidado 2026
GREAT PLACE TO WORK,revistas,2026,5791.5,pendiente,Monitoreo de medios - consolidado 2026
CONVERSE ALL STAR,sitios_apps,2026,3967.16,pendiente,Monitoreo de medios - consolidado 2026
CLINICA TRAUMATOLOGIA QUIRURGICA,tv_abierta,2026,1519.53,pendiente,Monitoreo de medios - consolidado 2026
LATITUD CERO,sitios_apps,2026,3914.76,pendiente,Monitoreo de medios - consolidado 2026
FEMSA,sitios_apps,2026,1921.15,pendiente,Monitoreo de medios - consolidado 2026
FEMSA,prensa,2026,803.31,pendiente,Monitoreo de medios - consolidado 2026
FEMSA,otros,2026,1178.95,pendiente,Monitoreo de medios - consolidado 2026
HUMO BARRILES,sitios_apps,2026,3855.04,pendiente,Monitoreo de medios - consolidado 2026
KOMBO,sitios_apps,2026,3768.12,pendiente,Monitoreo de medios - consolidado 2026
LANDA,sitios_apps,2026,3896.49,pendiente,Monitoreo de medios - consolidado 2026
EXPREG S.A.,sitios_apps,2026,3728.26,pendiente,Monitoreo de medios - consolidado 2026
MOTO ZONE,sitios_apps,2026,3720.27,pendiente,Monitoreo de medios - consolidado 2026
JUNGHEINRICH (MONTACARGAS),sitios_apps,2026,201.1,pendiente,Monitoreo de medios - consolidado 2026
JUNGHEINRICH (MONTACARGAS),otros,2026,4498.2,pendiente,Monitoreo de medios - consolidado 2026
PRIMALAC,sitios_apps,2026,3492.73,pendiente,Monitoreo de medios - consolidado 2026
DANIEL NOBOA AZIN,sitios_apps,2026,3834.2,pendiente,Monitoreo de medios - consolidado 2026
TEXTIL PADILLA,radio,2026,4045.5,pendiente,Monitoreo de medios - consolidado 2026
AUTOMERCADO,sitios_apps,2026,493.61,pendiente,Monitoreo de medios - consolidado 2026
AUTOMERCADO,radio,2026,2088.44,pendiente,Monitoreo de medios - consolidado 2026
LIDERAZGO,sitios_apps,2026,3652.27,pendiente,Monitoreo de medios - consolidado 2026
DILYTE,sitios_apps,2026,3810.14,pendiente,Monitoreo de medios - consolidado 2026
BALANCEADOS NUTRITIVOS,sitios_apps,2026,3640.25,pendiente,Monitoreo de medios - consolidado 2026
SPORT PLANET BAR-RESTAURANT,sitios_apps,2026,3723.64,pendiente,Monitoreo de medios - consolidado 2026
LIFE & HOPE,tv_abierta,2026,1432.14,pendiente,Monitoreo de medios - consolidado 2026
INVERNESS,sitios_apps,2026,3750.2,pendiente,Monitoreo de medios - consolidado 2026
SWEADEN CIA. DE SEGUROS Y RESEG,sitios_apps,2026,859.25,pendiente,Monitoreo de medios - consolidado 2026
SWEADEN CIA. DE SEGUROS Y RESEG,radio,2026,4369.35,pendiente,Monitoreo de medios - consolidado 2026
SUSANA GONZALEZ,sitios_apps,2026,3568.24,pendiente,Monitoreo de medios - consolidado 2026
MEGUIARS,sitios_apps,2026,3695.43,pendiente,Monitoreo de medios - consolidado 2026
MOTRANSA,sitios_apps,2026,2366.8,pendiente,Monitoreo de medios - consolidado 2026
MOTRANSA,revistas,2026,1930.5,pendiente,Monitoreo de medios - consolidado 2026
PROSTA POWER,radio,2026,1167.47,pendiente,Monitoreo de medios - consolidado 2026
VERMONT PLAZA,radio,2026,3116.61,pendiente,Monitoreo de medios - consolidado 2026
KPICCI,sitios_apps,2026,3595.69,pendiente,Monitoreo de medios - consolidado 2026
FORTIA,radio,2026,4178.33,pendiente,Monitoreo de medios - consolidado 2026
PLAZA DEL VALLE,sitios_apps,2026,3536.24,pendiente,Monitoreo de medios - consolidado 2026
SWEET & COFFEE,sitios_apps,2026,1376.02,pendiente,Monitoreo de medios - consolidado 2026
SWEET & COFFEE,radio,2026,612.86,pendiente,Monitoreo de medios - consolidado 2026
SWEET & COFFEE,revistas,2026,2303.73,pendiente,Monitoreo de medios - consolidado 2026
ISERVICES,radio,2026,3838.41,pendiente,Monitoreo de medios - consolidado 2026
FESTIVAL DEL VALLENATO,radio,2026,3001.23,pendiente,Monitoreo de medios - consolidado 2026
FARMACIA 911,sitios_apps,2026,3559.43,pendiente,Monitoreo de medios - consolidado 2026
LA FLORERIA,sitios_apps,2026,5.25,pendiente,Monitoreo de medios - consolidado 2026
LA FLORERIA,radio,2026,4058.93,pendiente,Monitoreo de medios - consolidado 2026
CECOMEX S.A.,otros,2026,4498.2,pendiente,Monitoreo de medios - consolidado 2026
INTERCIA S.A.,otros,2026,4498.2,pendiente,Monitoreo de medios - consolidado 2026
CENTRO MEDICO DR. ALBUJA,tv_abierta,2026,689.72,pendiente,Monitoreo de medios - consolidado 2026
CYBERDAY.EC,sitios_apps,2026,3204.84,pendiente,Monitoreo de medios - consolidado 2026
CYBERDAY.EC,tv_abierta,2026,59.11,pendiente,Monitoreo de medios - consolidado 2026
GAVIRIA & GAVIRIA AGENTES NAC. DE ADUANA,sitios_apps,2026,3576.79,pendiente,Monitoreo de medios - consolidado 2026
READY,sitios_apps,2026,3472.27,pendiente,Monitoreo de medios - consolidado 2026
AUTORIDAD AEROPUERTO DE GQUIL.,radio,2026,3610.3,pendiente,Monitoreo de medios - consolidado 2026
FRUTA GOLOSA,sitios_apps,2026,3638.1,pendiente,Monitoreo de medios - consolidado 2026
DISPROVEF,sitios_apps,2026,3482.42,pendiente,Monitoreo de medios - consolidado 2026
DATU DELI,sitios_apps,2026,3503.95,pendiente,Monitoreo de medios - consolidado 2026
VET 911,sitios_apps,2026,3563.16,pendiente,Monitoreo de medios - consolidado 2026
NARCISA CLUB,sitios_apps,2026,3444.37,pendiente,Monitoreo de medios - consolidado 2026
EUROFISH S.A.,radio,2026,4375.77,pendiente,Monitoreo de medios - consolidado 2026
DULCENAC,sitios_apps,2026,3435.99,pendiente,Monitoreo de medios - consolidado 2026
ISABEL CORDOVEZ,sitios_apps,2026,3392.23,pendiente,Monitoreo de medios - consolidado 2026
COL. LETRAS Y VIDAS,otros,2026,4341.6,pendiente,Monitoreo de medios - consolidado 2026
GRUPO QUEZADA,sitios_apps,2026,3392.3,pendiente,Monitoreo de medios - consolidado 2026
KOI SUSHI - SV,radio,2026,3549.59,pendiente,Monitoreo de medios - consolidado 2026
AVISAN,sitios_apps,2026,3546.68,pendiente,Monitoreo de medios - consolidado 2026
SONY STORE,radio,2026,3515.09,pendiente,Monitoreo de medios - consolidado 2026
DICORNE,sitios_apps,2026,3360.23,pendiente,Monitoreo de medios - consolidado 2026
MACASA (MACK),sitios_apps,2026,3336.23,pendiente,Monitoreo de medios - consolidado 2026
UNIV. TECNOL. LATINOAMERICANA EN LINEA,radio,2026,3288.32,pendiente,Monitoreo de medios - consolidado 2026
TEXAS CHICKEN,sitios_apps,2026,496.04,pendiente,Monitoreo de medios - consolidado 2026
TEXAS CHICKEN,radio,2026,4234.96,pendiente,Monitoreo de medios - consolidado 2026
FESTVANIMAL,prensa,2026,2271.15,pendiente,Monitoreo de medios - consolidado 2026
TARGET,radio,2026,4711.33,pendiente,Monitoreo de medios - consolidado 2026
RADIO LA TUYA,radio,2026,3962.86,pendiente,Monitoreo de medios - consolidado 2026
VERTIGO,radio,2026,1971.9,pendiente,Monitoreo de medios - consolidado 2026
DAILY PASAJERO,radio,2026,3321.85,pendiente,Monitoreo de medios - consolidado 2026
MACRONEGOCIOS S.A,sitios_apps,2026,3338.51,pendiente,Monitoreo de medios - consolidado 2026
MUNICIPIO DE CUENCA,sitios_apps,2026,2815.42,pendiente,Monitoreo de medios - consolidado 2026
MUNICIPIO DE CUENCA,prensa,2026,712.82,pendiente,Monitoreo de medios - consolidado 2026
MUNICIPIO DE CUENCA,radio,2026,36.43,pendiente,Monitoreo de medios - consolidado 2026
GRUPO CALDERON,sitios_apps,2026,3437.0,pendiente,Monitoreo de medios - consolidado 2026
RAVENOL,sitios_apps,2026,3418.7,pendiente,Monitoreo de medios - consolidado 2026
RISTORANTE POSITANO,sitios_apps,2026,3418.7,pendiente,Monitoreo de medios - consolidado 2026
RED BULL PANAMA S. A.,sitios_apps,2026,2954.79,pendiente,Monitoreo de medios - consolidado 2026
KALOS ESTETICA MEDICA,radio,2026,4814.59,pendiente,Monitoreo de medios - consolidado 2026
DE MUJERES,sitios_apps,2026,3288.54,pendiente,Monitoreo de medios - consolidado 2026
DRA. KATHYA SOTOMAYOR,radio,2026,724.28,pendiente,Monitoreo de medios - consolidado 2026
PRECISAGRO,sitios_apps,2026,840.06,pendiente,Monitoreo de medios - consolidado 2026
PRECISAGRO,radio,2026,1939.1,pendiente,Monitoreo de medios - consolidado 2026
JEAN J FOURIER PREUNIVERSITARIO,tv_abierta,2026,345.0,pendiente,Monitoreo de medios - consolidado 2026
INTI EXPERIENCE,tv_abierta,2026,750.74,pendiente,Monitoreo de medios - consolidado 2026
CRAZY WAFFLES,radio,2026,1950.08,pendiente,Monitoreo de medios - consolidado 2026
BANCO DE LITORAL,prensa,2026,4565.86,pendiente,Monitoreo de medios - consolidado 2026
TRIBUNAL CONTENCIOSO ELECTORAL,prensa,2026,4408.2,pendiente,Monitoreo de medios - consolidado 2026
BANANA TIME,prensa,2026,2700.0,pendiente,Monitoreo de medios - consolidado 2026
BANANA TIME,radio,2026,11.2,pendiente,Monitoreo de medios - consolidado 2026
BANANA TIME,revistas,2026,1673.1,pendiente,Monitoreo de medios - consolidado 2026
LA CANASTA,sitios_apps,2026,3368.41,pendiente,Monitoreo de medios - consolidado 2026
WINE & BEER FEST,sitios_apps,2026,3363.85,pendiente,Monitoreo de medios - consolidado 2026
LICEO PANAMERICANO,sitios_apps,2026,1527.84,pendiente,Monitoreo de medios - consolidado 2026
LICEO PANAMERICANO,otros,2026,2052.0,pendiente,Monitoreo de medios - consolidado 2026
HOLIDAY INN EXPRESS,sitios_apps,2026,3201.29,pendiente,Monitoreo de medios - consolidado 2026
INTERHOSPITAL S.A.,sitios_apps,2026,1021.13,pendiente,Monitoreo de medios - consolidado 2026
INTERHOSPITAL S.A.,prensa,2026,2700.0,pendiente,Monitoreo de medios - consolidado 2026
CONTINENTAL (ELECTRODOMESTICOS),sitios_apps,2026,3202.4,pendiente,Monitoreo de medios - consolidado 2026
TRATORIA NAPOLI,radio,2026,4572.89,pendiente,Monitoreo de medios - consolidado 2026
TELEAMAZONAS A LA OPINION PUBLICA,tv_abierta,2026,1231.16,pendiente,Monitoreo de medios - consolidado 2026
PILADORA SAN LUIS,radio,2026,3719.94,pendiente,Monitoreo de medios - consolidado 2026
CREPIER,sitios_apps,2026,3314.8,pendiente,Monitoreo de medios - consolidado 2026
PET CODE,sitios_apps,2026,3170.22,pendiente,Monitoreo de medios - consolidado 2026
ZAR IMPORT,sitios_apps,2026,3327.28,pendiente,Monitoreo de medios - consolidado 2026
CORIVET,sitios_apps,2026,3160.23,pendiente,Monitoreo de medios - consolidado 2026
GOD SAVE THE QUEEN,prensa,2026,2153.86,pendiente,Monitoreo de medios - consolidado 2026
CERVECERIA LA PAZ,sitios_apps,2026,3164.74,pendiente,Monitoreo de medios - consolidado 2026
SOC. FUNERARIA NACIONAL,prensa,2026,2152.14,pendiente,Monitoreo de medios - consolidado 2026
IMPORAIRES,sitios_apps,2026,3309.02,pendiente,Monitoreo de medios - consolidado 2026
JOSE CELULARES,radio,2026,3690.58,pendiente,Monitoreo de medios - consolidado 2026
CONSORCIO SGS,radio,2026,3229.47,pendiente,Monitoreo de medios - consolidado 2026
MAYRUS TV,radio,2026,1698.86,pendiente,Monitoreo de medios - consolidado 2026
SOLANO,sitios_apps,2026,3120.22,pendiente,Monitoreo de medios - consolidado 2026
LOGITECH,sitios_apps,2026,3272.45,pendiente,Monitoreo de medios - consolidado 2026
PROGERMILA FORTE,radio,2026,4000.83,pendiente,Monitoreo de medios - consolidado 2026
LAB. ORDESA,sitios_apps,2026,3129.27,pendiente,Monitoreo de medios - consolidado 2026
KAIROSIG FORMACION Y PROYECTOS,tv_abierta,2026,178.8,pendiente,Monitoreo de medios - consolidado 2026
CAFE BOMBON S,sitios_apps,2026,3230.9,pendiente,Monitoreo de medios - consolidado 2026
GALARCORP,sitios_apps,2026,3254.17,pendiente,Monitoreo de medios - consolidado 2026
LA ORQUIDEA,tv_abierta,2026,1257.46,pendiente,Monitoreo de medios - consolidado 2026
PRO IMPORT MOTOS,sitios_apps,2026,3235.89,pendiente,Monitoreo de medios - consolidado 2026
OWNAT,sitios_apps,2026,3080.21,pendiente,Monitoreo de medios - consolidado 2026
CHRYSLER JEEP AUTOMOTRIZ DEL ECUADOR,sitios_apps,2026,286.76,pendiente,Monitoreo de medios - consolidado 2026
CHRYSLER JEEP AUTOMOTRIZ DEL ECUADOR,radio,2026,2530.96,pendiente,Monitoreo de medios - consolidado 2026
CHRYSLER JEEP AUTOMOTRIZ DEL ECUADOR,tv_abierta,2026,39.74,pendiente,Monitoreo de medios - consolidado 2026
KYWI,revistas,2026,4697.55,pendiente,Monitoreo de medios - consolidado 2026
SIE7E (BOUTIQUE),sitios_apps,2026,3098.32,pendiente,Monitoreo de medios - consolidado 2026
INTEROC S.A.,sitios_apps,2026,2456.17,pendiente,Monitoreo de medios - consolidado 2026
INTEROC S.A.,radio,2026,734.59,pendiente,Monitoreo de medios - consolidado 2026
SIN CABLES,sitios_apps,2026,3199.3,pendiente,Monitoreo de medios - consolidado 2026
LA HOLANDESA,sitios_apps,2026,1206.58,pendiente,Monitoreo de medios - consolidado 2026
LA HOLANDESA,prensa,2026,631.41,pendiente,Monitoreo de medios - consolidado 2026
LA HOLANDESA,revistas,2026,1480.4,pendiente,Monitoreo de medios - consolidado 2026
INCARPALM,revistas,2026,4633.2,pendiente,Monitoreo de medios - consolidado 2026
MESON ANDALUZ,sitios_apps,2026,3181.04,pendiente,Monitoreo de medios - consolidado 2026
LAZY MONI,radio,2026,4191.11,pendiente,Monitoreo de medios - consolidado 2026
VISIONFUND ECUADOR S.A.,tv_abierta,2026,2522.69,pendiente,Monitoreo de medios - consolidado 2026
MAGMA BY KG,sitios_apps,2026,3162.77,pendiente,Monitoreo de medios - consolidado 2026
FARMACIAS CUXIBAMBA,sitios_apps,2026,2976.23,pendiente,Monitoreo de medios - consolidado 2026
USAFLEX,sitios_apps,2026,2827.5,pendiente,Monitoreo de medios - consolidado 2026
C. C. EL BOSQUE,radio,2026,2450.26,pendiente,Monitoreo de medios - consolidado 2026
OMEGA AZUL 369,tv_abierta,2026,192.31,pendiente,Monitoreo de medios - consolidado 2026
MAIN WORD PRINT,radio,2026,4302.42,pendiente,Monitoreo de medios - consolidado 2026
NEXT FUTURE,prensa,2026,1988.93,pendiente,Monitoreo de medios - consolidado 2026
MSD,sitios_apps,2026,2828.61,pendiente,Monitoreo de medios - consolidado 2026
RASTRO,sitios_apps,2026,3053.08,pendiente,Monitoreo de medios - consolidado 2026
ARCGOLD DEL ECUADOR S.A.,prensa,2026,2977.66,pendiente,Monitoreo de medios - consolidado 2026
BOEHRINGER INGELHEIM DEL ECUADOR,radio,2026,3547.02,pendiente,Monitoreo de medios - consolidado 2026
DOBO,sitios_apps,2026,2918.38,pendiente,Monitoreo de medios - consolidado 2026
EL COMERCIO,radio,2026,3180.5,pendiente,Monitoreo de medios - consolidado 2026
1001TALLERES S.A.,sitios_apps,2026,2901.29,pendiente,Monitoreo de medios - consolidado 2026
LOGOS ACADEMY DISCOVERY CAMPUS,sitios_apps,2026,2888.21,pendiente,Monitoreo de medios - consolidado 2026
MITSUBISHI MONTERO M-ASTC,sitios_apps,2026,1030.69,pendiente,Monitoreo de medios - consolidado 2026
MITSUBISHI MONTERO M-ASTC,otros,2026,2688.75,pendiente,Monitoreo de medios - consolidado 2026
BASC,radio,2026,198.86,pendiente,Monitoreo de medios - consolidado 2026
BASC,revistas,2026,3976.83,pendiente,Monitoreo de medios - consolidado 2026
DIDELSA,radio,2026,1813.8,pendiente,Monitoreo de medios - consolidado 2026
DIDELSA,revistas,2026,1737.86,pendiente,Monitoreo de medios - consolidado 2026
DR. NAPOLEON SALGADO,radio,2026,811.89,pendiente,Monitoreo de medios - consolidado 2026
DR. NAPOLEON SALGADO,tv_abierta,2026,554.9,pendiente,Monitoreo de medios - consolidado 2026
JANSPORT,sitios_apps,2026,3016.52,pendiente,Monitoreo de medios - consolidado 2026
UNIV. EUROPEA,sitios_apps,2026,3016.5,pendiente,Monitoreo de medios - consolidado 2026
GALACTIC GAMES,sitios_apps,2026,3016.48,pendiente,Monitoreo de medios - consolidado 2026
CEDEPA TUNING AUDIO XTREME,sitios_apps,2026,2889.23,pendiente,Monitoreo de medios - consolidado 2026
UNIV. INTERNACIONAL DE VALENCIA,sitios_apps,2026,2906.0,pendiente,Monitoreo de medios - consolidado 2026
UNIV. INTERNACIONAL DE VALENCIA,radio,2026,30.44,pendiente,Monitoreo de medios - consolidado 2026
DENTAL RUEDA V,sitios_apps,2026,2856.21,pendiente,Monitoreo de medios - consolidado 2026
CLINICA CERHVALENCIA,tv_abierta,2026,1250.21,pendiente,Monitoreo de medios - consolidado 2026
HOSFINTEL,radio,2026,1743.58,pendiente,Monitoreo de medios - consolidado 2026
CARNITAS,sitios_apps,2026,2832.2,pendiente,Monitoreo de medios - consolidado 2026
HUMITAS TRADICIONALES,radio,2026,2572.75,pendiente,Monitoreo de medios - consolidado 2026
SEGUROS LA UNION,prensa,2026,4013.05,pendiente,Monitoreo de medios - consolidado 2026
MAXIPAN,sitios_apps,2026,2841.26,pendiente,Monitoreo de medios - consolidado 2026
COSTA DI AMALFI,otros,2026,3616.92,pendiente,Monitoreo de medios - consolidado 2026
BOHTRI C.LTDA.,sitios_apps,2026,2812.21,pendiente,Monitoreo de medios - consolidado 2026
CAMPEONATO MUNDIAL MILITAR DE EQUITACION,radio,2026,284.22,pendiente,Monitoreo de medios - consolidado 2026
CAMPEONATO MUNDIAL MILITAR DE EQUITACION,tv_paga,2026,852.5,pendiente,Monitoreo de medios - consolidado 2026
MILI PERFUMES,radio,2026,3296.99,pendiente,Monitoreo de medios - consolidado 2026
MUNICIPIO DE MACHALA,prensa,2026,1611.31,pendiente,Monitoreo de medios - consolidado 2026
MUNICIPIO DE MACHALA,radio,2026,726.8,pendiente,Monitoreo de medios - consolidado 2026
PET STATION,sitios_apps,2026,2943.39,pendiente,Monitoreo de medios - consolidado 2026
SPEEDWRITING,radio,2026,3647.54,pendiente,Monitoreo de medios - consolidado 2026
DINATEK S.C.,radio,2026,5746.32,pendiente,Monitoreo de medios - consolidado 2026
PICANTERIA NIÑO JESUS,radio,2026,700.57,pendiente,Monitoreo de medios - consolidado 2026
HARMONY CENTER,radio,2026,388.24,pendiente,Monitoreo de medios - consolidado 2026
SEGURILAB CENTRO MEDICO ESPECIALIDADES,tv_abierta,2026,1132.57,pendiente,Monitoreo de medios - consolidado 2026
PRO NUTRITION,sitios_apps,2026,2889.25,pendiente,Monitoreo de medios - consolidado 2026
RADIO COLON,radio,2026,4500.5,pendiente,Monitoreo de medios - consolidado 2026
SOCIEDAD INDUSTRIAS RELI S. A.,radio,2026,2050.55,pendiente,Monitoreo de medios - consolidado 2026
SOCIEDAD INDUSTRIAS RELI S. A.,revistas,2026,965.25,pendiente,Monitoreo de medios - consolidado 2026
FIGRAMPA,tv_abierta,2026,897.44,pendiente,Monitoreo de medios - consolidado 2026
DOUS,sitios_apps,2026,2760.21,pendiente,Monitoreo de medios - consolidado 2026
COOP. 29 DE OCTUBRE,sitios_apps,2026,1304.1,pendiente,Monitoreo de medios - consolidado 2026
COOP. 29 DE OCTUBRE,radio,2026,172.44,pendiente,Monitoreo de medios - consolidado 2026
